뉴스 식별자,일자,언론사,기고자,제목,통합 분류1,통합 분류2,통합 분류3,사건/사고 분류1,사건/사고 분류2,사건/사고 분류3,인물,위치,기관,키워드,특성추출(가중치순 상위 50개),본문,URL,분석제외 여부
01100401.20250118233043001,20250118,동아일보,,[사설]39% 대 36% 홀로 과속하다 지지율 역전당한 野,정치>청와대, 정치>국회_정당, 정치>행정_자치,,,,"윤석열,한덕수,이재명","12·3 비상계엄,제로섬,비상계엄","민주당,한국갤럽,더불어민주당,국회,NBS,국민의힘","39%,36%,39%,36%,과속,지지율,역전,여야,지지율,역전,여론,조사,결과,한국갤럽,17일,여론,조사,결과,정당,지지도,국민,36%,39%,,더불어민주당,36%,집계,지난주,국민,5%포인트,민주당,조사,기관,전국지표조사,NBS,국민,민주당,지지도,35%,,탄핵소추,윤석열,대통령,탄핵,소추,가결,지난달,중순,민주당,지지율,국민,기록,12,구도,오차범위,결과,역전,여야,지지율,탄핵,대통령,체포,보수층,여론조사,응답,결과,응답자,갤럽,조사,지난주,비교,보수층,진보층,중도층,위헌,불법적,비상계엄,보수층,대통령,여론전,야당,국민,비토론,결집,동향,탄핵,여론,영향,57%,36%,57%,36%,탄핵,찬성,지난주,찬성,7%포인트,반대,4%포인트,보수층,결집,사이,대통령,망동,국회,권력,압도,지지,민주당,제자리,추락,가속화,일방,독주,독선,오만,지난달,권한대행,한덕수,대통령,권한,대행,탄핵소추안,통과,지지율,이래,여당,상승세,야당,내림세,민주당,민심,안정,정치력,발휘,인사들,사형,극언,이재명,대표,재판,모습,국민,현직,대통령,체포,초유,상황,여야,지지도,현실,정치,불안정,혼란,실책,공짜,이익,정당,국민,안심,정치,정치,제로섬,갈등,정작,진실,책임,비방,삿대질,그사이,거짓,음모론,민주주의,자체,민주당,지지층,분열,정치,역사","민주당,지지율,지지도,여론조사,비상계엄,보수층,윤석열,한덕수,갤럽,그사이,삿대질,인사들,음모론,이재명,중도층,정치력","여야 지지율이 역전됐다는 여론조사 결과가 잇달아 나왔다. 한국갤럽이 17일 발표한 여론조사 결과 정당 지지도는 국민의힘 39%, 더불어민주당 36%로 집계됐다. 지난주보다 국민의힘은 5%포인트 올랐고 민주당은 그대로였다. 전날 발표된 4개 조사기관의 전국지표조사(NBS)에서도 국민의힘과 민주당 지지도는 각각 35%, 33%였다. 윤석열 대통령 탄핵소추안..",https://www.donga.com/news/Opinion/article/all/20250117/130886708/2,
01100401.20250118232741001,20250118,동아일보,,[사설]洪 6% 韓 6% 吳 4% 1등은 7% 김문수인 어수선한 與,정치>청와대, 정치>국회_정당, 정치>선거,,,,"오세훈,윤,김문수,윤석열,홍준표,한동훈,홍,이재명",비상계엄,"민주당,한국갤럽,더불어민주당,고용노동부,국회,갤럽,유튜버,NBS,국민의힘,희생자","1등,김문수,한국갤럽,여론,조사,결과,장래,대통령,질문,대표,더불어민주당,이재명,31%,장관,김문수,고용,노동부,7%,홍준표,대구,시장,6%,한동훈,국민,대표,6%,오세훈,서울,시장,4%,주자,자릿수,지지율,지지율,23%,대표,지지율,국민,지지율,민주당,역전,주자,10%,모래알,지지율,도토리,키재기,의사,대선,출마,피력,장관,1위,주자,결집,강경,보수,단적,사례,장관,비상계엄,국회,긴급,현안,질의,야당,기립,사과,요구,거부,탄핵,체포,국면,윤석열,대통령,발언,극우,유튜버,대통령,정치인,김문수,평가,조사,기관,전국지표조사,NBS,장관,13%,기록,대통령,광기,희생자,주장,시장,여권,2위,7%,대선,주자,기형,지지율,여권,난맥상,단적,여당,지지율,갤럽,조사,여론,탄핵,찬성,정권,교체,48%,응답,정권,유지,응답,40%,중도층,탄핵,찬성,68%,정권,교체,56%,여론,계엄,불법성,부인,대통령,옹호,지지층,강성,보수,지지,지지,일반,민심,국민,민주주의,45년,퇴행,불법,계엄,책임,집권,여당,대통령,절연,탄핵심판,수사,방해,모습,여당,대선주자들,우파,아스팔트,국민,지지,정당,지지율,대선,주자,지지율,현격,괴리,국민,직시,주소","지지율,김문수,한국갤럽,오세훈,홍준표,더불어민주당,이재명,1위,전국지표조사,중도층,희생자,윤석열,유튜버","17일 한국갤럽 여론조사 결과에 따르면 장래 대통령감을 묻는 질문에 더불어민주당 이재명 대표(31%), 김문수 고용노동부 장관(7%), 홍준표 대구시장(6%), 한동훈 전 국민의힘 대표(6%), 오세훈 서울시장(4%) 순으로 나타났다. 여권 주자들은 모두 한 자릿수 지지율에 머물렀고 이들 지지율을 다 합쳐도 23%로 이 대표 지지율보다 낮았다. 국민의힘..",https://www.donga.com/news/Opinion/article/all/20250117/130886712/2,
01100401.20250118232516001,20250118,동아일보,,[사설]판사 테러 협박에 ‘죽음’ 선동까지 위험선 넘은 불신과 증오,정치>청와대, 국제>중남미, 국제>미국_북미,범죄>범죄일반>마약, 사회>사회갈등>시위,,윤석열,"광화문,과천,경기,남미,한남동,강경,증오","극우,서울중앙지법,민주당,공수처,유튜브,서울서부지법,법원,유튜버","협박,판사,테러,죽음,선동,위험선,불신,증오,윤석열,대통령,체포,극렬,지지자,표시,정치,의사,구속영장,대통령,구속,영장,청구,서울,서부,지법,주변,하루,인간,법원,정문,법치,구호,경찰,몸싸움,안쪽,법원,100m,집회,불허,현행,무시,행위,대통령,체포적부심,기각,서울중앙지법,판사,겨냥,테러,위협,등장,15일,대통령,체포,경기,과천,공수처,부근,남성,분신,극단,현상,극렬,지지,자신,기대감,현실,괴리,감당,측면,분노,좌절,활용,유튜버들,상황,악화,책임,광화문,한남동,관저,강경,지지,집회,경쟁적,생중계,유튜버,경호처,발포,선동,시위,참여자,유튜브,소액,현금,후원,슈퍼챗,호응,발언,수익,악순환,구조,비상계엄,탄핵,촉발,사회,갈등,상업적,이용,행위,시도,체포,1주일,12일,10위,유튜버들,강경,보수,유튜버,평균,슈퍼챗,후원,파악,대통령,유튜버,존재감,부각,여당,정치인,몰지각,종교인,극우,유튜버,죽음,활용,순교,거론,상식,선동,양태,싸움,여야,정치,감정적,인내,한계,증폭,대통령,남미,마약,갱단,호소,민주당,마약갱단,행동,대통령,지지,자극,도전,여야,지도자,절제,행동,통합,리더십,제시,일촉즉발,상황,갈등,출구,노력","유튜버,유튜버들,한남동,슈퍼챗,마약갱단,갱단,100m,10위,남미,악순환,비상계엄,몰지각,정치인,유튜브,기대감","윤석열 대통령이 체포된 이후 일부 극렬 지지자들의 정치적 의사 표시가 도를 넘어서고 있다. 17일 대통령 구속영장이 청구된 서울서부지법 주변에는 하루 전부터 수백 명이 몰려들었다. 이들은 인간 띠로 법원 정문을 막아서거나, “법치는 죽었다”는 등의 구호를 외쳤다. 드러눕거나 경찰과 몸싸움을 벌이기도 했는데, 법원 100m 안쪽은 집회가 불허되는 곳이어서..",https://www.donga.com/news/Opinion/article/all/20250117/130886710/2,
01101001.20250117184003002,20250117,한겨레,한겨레,[사설] 경호처를 아부꾼으로 전락시킨 ‘윤비어천가’,정치>청와대,,,,,,"김성훈,윤석열,김건희,권진원,김용현",대한민국,"동원,국방부,한겨레,경호처","경호처,아부꾼,전락,윤비어천가,대통령,경호처,대통령,윤석열,생일,창설,주년,기념,행사,대통령,찬양,헌정곡,합창,경호처,부부,대통령,조직,운영,정황,한겨레,언론,보도,대통령실,강당,경호처,창설,주년,기념식,직원들,84만,취임,84만,시간들,국민,생각,가사,노래,반복,84만,취임일,대통령,이날,587일,의미,렌트,유명,뮤지컬,러브,시즌스,오브,찬양,대통령,개사,생일,축하곡,가수,권진원,해피,버스데이,가사,대한민국,하늘,대통령,축하,선발대회,윤석열,삼행시,선발,대회,진행,기념일,경호처,창설,12월,생일,대통령,12월,날짜,사실,대통령,생일,파티,형식,진행,행사,경호처장,김용현,국방부,장관,주관,기획관리실장,차장,김성훈,경호처,기획,차장,이외,김건희,여사,환심,직원들,동원,의혹,대통령,부부,반려견,기간,대통령,부부,휴가,설치,노래방,기계,폭죽,구입,사적,지시,국민,봉사,책무,대한민국,국가,기관,개인,대통령,심부름,기관,전락,체포,대통령,체포,경호처,강경,대응,주도,체포,영장,집행,저지,혐의,이날,경찰,체포,차장,대통령,헌정곡,논란,친구,생일,축하,파티,축하,경호처,시도,윤석열,체포,시도,사병,영장,집행,방해,배경,차장,수뇌부,과잉,충성,자리,영장,집행,방해,행위,수행,경호,임무,강변,경호처,수뇌부,대통령,밀착,책무,망각,경호처,창설,존폐,위기,직면","경호처,윤석열,84만,대한민국,헌정곡,기념식,수뇌부,한겨레,노래방,시즌스,직원들,삼행시,주년","대통령 경호처가 2023년 윤석열 대통령의 생일에 맞춰 창설 60주년 기념 행사를 열고 윤 대통령을 찬양하는 헌정곡을 합창했다고 한다. 경호처가 윤 대통령 부부의 ‘사조직’처럼 운영된 정황이 속속 드러나고 있다.
17일 한겨레 등 언론 보도를 보면, 2023년 12월18일 대통령실 강당에서 열린 경호처 창설 60주년 기념식에서 직원들은 “84만5280분..",http://www.hani.co.kr/arti/opinion/editorial/1178509.html,
01101001.20250117184003001,20250117,한겨레,한겨레,"[사설] 내란 체포 이후에도 궤변 트집, 이제 국민 우롱 그만해야",국제>중남미, 정치>청와대, 사회>사건_사고,,,,"오동운,우종수,윤석열,검찰총장",한남동,"공수처장,고위공직자범죄수사처,검찰,법원,서울중앙지법,공수처,헌법재판소,서울구치소,서울서부지법,국가수사본부,비상계엄,사법부,국민의힘","내란,체포,궤변,트집,국민,우롱,윤석열,대통령,고위공직자범죄수사처,공수처,체포,부당,서울중앙지법,체포적부심,기각,대통령,서울서부지법,발부,체포영장,불법,영장,공수처,내란죄,수사,생트집,법원,적법,판단,대통령,공수처,조사,오동운,공수처장,우종수,국가,수사본부장,혐의,고발,사법,혼란,조장,지지자들,집결,의도,개탄,대통령,체포,공수처,압송,당일,제외,서울구치소,공수처,대면,조사,공수처,비상계엄,내란죄,성립,일방적,진술,거부,자신,체포,지휘,처장,법치주의,공권력,행사,헌정질서,문란,중대,범죄,검찰,고발,추후,불법,행위,발견,책임,엄포,적반하장,유분수,명색,대통령,검찰,총장,출신,대통령,태도,형사재판,탄핵심판,불리,작용,사실,수사,재판,헌법,재판소,탄핵,심판,사법,절차,불신,조장,의도,짐작,법치주의,근간,훼손,위기,모면,시대착오,비상계엄,나라,망신,태도,대통령,동조,사법,혼란,국민,보수,언론,행태,개탄,공수처,수사권,체포영장,법원,일관,판단,막무가내,사법부,군사,독재,정권,비상계엄,동조,치욕,과거,정도,선동,극우,세력,준동,기승,한남동,관저,집결,대통령,체포,영장,집행,방해,극렬,지지자,공수처,서울구치소,17일,대통령,체포적부심,기각,판사,신변,위협,온라인,커뮤니티,경찰,수사,존중,마음,눈꼽만큼,내란죄,피의자,동조,세력,법치주의,위협,공수처,대통령,구속영장,청구,사법부,내란,세력,법치주의,조롱,처벌","공수처,법치주의,비상계엄,내란죄,체포영장,탄핵심판,사법부,체포적부심,지지자,우종수,한남동,서울구치소,지지자들,수사권,적반하장,헌정질서,눈꼽만큼,유분수,수사본부장,공수처장,서울,재판소,오동운,공직자,형사재판","윤석열 대통령이 고위공직자범죄수사처(공수처)의 체포가 부당하다며 서울중앙지법에 낸 체포적부심이 지난 16일 기각됐다. 윤 대통령은 서울서부지법이 발부한 체포영장은 ‘불법 영장’이고 공수처는 내란죄 수사권이 없다는 등의 생트집을 잡았지만, 법원은 모두 적법하다고 판단했다. 그런데도 윤 대통령은 공수처 조사에 응하지 않고, 오히려 오동운 공수처장과 우종수 ..",http://www.hani.co.kr/arti/opinion/editorial/1178508.html,
01100901.20250117010127001,20250117,중앙일보,,"[사설] 법원 “윤 대통령 체포 정당”, 이제는 수사에 협조해야",정치>청와대, 국제>중남미, 정치>행정_자치,,,,"윤,이진우,윤석열,김용현",12·3 비상계엄,"고위공직자범죄수사처,서울중앙지법,공수처,검찰,국방부,서울서부지법,국회,법원","법원,수사,협조,사과,묵비권,대통령,일단락,체포,영장,논란,선동,진실,윤석열,대통령,고위공직자범죄수사처,공수처,불법,체포,주장,법원,청구,체포적부심,서울중앙지법,기각,공수처,차례,서울서부지법,발부,체포영장,서울중앙지법,판단,그동안,대통령,그동안,공수처,내란죄,수사,주장,공수처,조사,사실,거부,공수처,공직자,직권,남용,범죄,내란죄,수사,입장,법원,공수처,대통령,공수처,관할,법원,서울중앙지법,공수처,서울서부지법,발부,체포영장,무효,주장,법원,판단,공수처법,법원,서울중앙지법,결정,공수처,수사,범위,관할,법원,논란,일단락,만큼,대통령,공수처,수사,협조,대통령,우두머리,혐의,체포,묵비권,진술거부권,행사,수사,협조,공수처,대통령,조사,계획,대통령,조사,공수처,조사,그제,공수처,검사,10시간,조사,준비,분량,질문,대통령,묵비권,행사,현직,대통령,헌정,사상,수사기관,체포,참담,상황,묵비권,방패막이,수사,협조,모습,실망,묵비,행사,체포적부심,청구,범죄,피의자,헌법,보장,권리,개인,권리,행사,책임자,국정,최고,대통령,국민,병력,투입,시도,국회,무력,대통령,관여,진실,김용현,국방부,장관,검찰,공소장,대통령,이진우,수도방위사령관,국회,본회의장,지시,포함,주장,대통령,경고성,계엄,선포,앞뒤,거짓말,대통령,지지자들,선동,여론전,12,진실,계엄,발동,생각,수사진,진술,국민,대통령,변명,사과,반성,명심,대선,대통령,국민,도리","공수처,묵비권,서울중앙지법,공직자,체포영장,내란죄,일단락,그동안,수사진,비상계엄,서울서부지법,체포적부심,국방부,수도방위사령관,앞뒤,사령관,서울,본회의장,김용현,피의자,수사기관,여론전,지지자","━
 사과 없이 묵비권, 원하는 말만 하는 윤 대통령 
 
 ━
 체포영장 논란 일단락 선동 대신 진실 밝히길 
 윤석열 대통령이 고위공직자범죄수사처(공수처)의 ‘불법 체포’를 주장하며 법원에 청구한 체포적부심을 서울중앙지법이 어제 오후 기각했다. 공수처가 두 차례에 걸쳐 서울서부지법에서 발부받은 체포영장에는 문제가 없다는 게 서울중앙지법의 판단이다. ..",https://www.joongang.co.kr/article/25308149,
01100801.20250117002534001,20250117,조선일보,조선일보,"[사설] 李 대표 선거법 재판, 법대로 2월 15일까지 선고해야",정치>국회_정당, 사회>사건_사고, 정치>선거,,,,"이,안철수,윤석열,이재명",李,"서울고등법원,헌법재판소,재판부,대법원,법원,국민의힘","대표,선거법,재판,선고,의원,국민의힘,안철수,더불어민주당,이재명,대표,재판,공직,선거법,선고,판결,확정,현직,대통령,체포영장,집행,만큼,대표,재판,공직선거법,선거범,재판,재판,우선,1심,공소,제기,6개월,2,3개월,판결,선고,판결,선고,규정,대표,공직선거법,판결,선고,규정,기한,2,얘기,1심,대표,선고,징역,집행,유예,판결,항소심,대법원,확정,대선,출마,3개월,판결,선고,항소심,재판,23일,시작,예정,판결,달여,대표,항소심,소송,기록,접수,통지서,송달,재판,지연,결과,자신,2,헌법재판소,탄핵,윤석열,대통령,인용,조기,대선,대통령선거,대표,당선,국민,선거,인정,재판,출마,가능성,사람,재판,당선,공정,공직선거법,재판,기간,강행,규정,사건,선거법,위반,해당자,대통령,후보,국가,서울고등법원,재판부,항소심,요청,2개월,사건,배당,결정,항소심,재판부,대표,사건,대법원,대표,무죄,여부,확정,대표,헌정사,법원,대선,공정성,판사들,책임,책임,대표,평등,자신,막무가내식,재판,지연","항소심,공직선거법,1심,선거법,대법원,안철수,더불어민주당,윤석열,국민의힘,막무가내식,3개월,재판부,재판소","국민의힘 안철수 의원이 16일 “(더불어민주당) 이재명 대표의 공직선거법 2심 재판은 법에 따라 2월 15일까지 신속히 선고돼야 하며, 대법원 확정 판결도 5월 15일까지 이뤄져야 한다”고 했다. 현직 대통령에 대한 체포영장이 법대로 집행된 만큼, 이 대표에 대한 재판도 법대로 이뤄져야 한다는 것이다. 공직선거법 270조는 ‘선거범에 관한 재판은 다른 ..",https://www.chosun.com/opinion/editorial/2025/01/17/AQ7CNHR3FRDBNK64RURDJICJEI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01100801.20250117002122001,20250117,조선일보,조선일보,"[사설] ‘이진숙 엉터리 탄핵’ 심리에 5개월, 민주당에 농락당하는 헌재",정치>행정_자치, 정치>청와대, 정치>국회_정당,,,,"이,윤석열,문형배,이진숙,이재명","계산,설령","민주당,정부,방통위,헌법재판소,방송통신위,헌재,국회,헌재소장,방통위원,MBC","탄핵,이진숙,엉터리,심리,5개월,민주당,농락,헌재,헌법재판소,방송통신위원장,이진숙,방송통신,위원장,변론,탄핵,심판,종결,탄핵,소추,이진숙,위원장,취임,이틀,탄핵,소추,위법,민주당,MBC,탄핵안,사건,심리,5개월,마음,권한대행,문형배,헌재소장,권한,대행,재판,생각,선고,기일,지정,민주당,눈치,위험,행태,탄핵안,이진숙,위원장,탄핵,정략,목적,민주당,위원장,취임,탄핵,탄핵,취임,하루,탄핵안,발의,하루,통과,취임,선임안,공영,방송,이사,선임,의결,핑계,방통위원,추천,거부,체제,민주당,상태,탄핵,위법,소지,탄핵,사유,중대,헌법,법률,위반,민주당,선출,국회,헌법,재판관,자신들,막무가내,탄핵,소추,정부,관료,헌재,탄핵,심리,계산,계엄,사태,윤석열,대통령,탄핵,헌법재판관,추천,정략,헌재,농단,헌재,위원장,탄핵,노골적,정략,탄핵,각하,기각,선고,지연,민주당,이재명,대표,농락,헌재,16일,대통령,체포,상황,감안,탄핵,심판,변론,대통령,요청,변론,진행,해소,대통령,탄핵,심판,신속,진행,형평성,차이,민주당,정략,탄핵,9건,고위,공직자,탄핵안,헌재,계류,민주당,정권,재판,공정","민주당,이진숙,위원장,탄핵안,5개월,헌재소장,문형배,선임안,재판관,공직자,방통위,권한대행,자신들",헌법재판소가 15일 이진숙 방송통신위원장에 대한 탄핵 심판 변론을 종결했다. 탄핵 소추된 지 5개월 만이다. 이진숙 위원장은 취임 이틀 만에 탄핵 소추됐다. 위법을 저지를 시간도 없었다. 그런데 민주당이 MBC를 자기 편으로 묶어두기 위해 탄핵안을 밀어붙였다. 사건 심리에 시간이 걸릴 것이 없었다. 그런데 5개월을 끌었다. 그게 마음에 걸렸는지 문형배 ..,https://www.chosun.com/opinion/editorial/2025/01/17/CKCUXUBEJREKJCAP7HBNCSLISI/?utm_source=bigkinds&utm_medium=original&utm_campaign=news,
01101101.20250117001048001,20250117,한국일보,,"[사설] 윤 대통령, 궤변 선동도 모자라 책임까지 떠넘기나",정치>청와대, 정치>국회_정당, 정치>외교,,,,"김,박근혜,박,윤석열,김 전,김용현","중국,장악,비상계엄,북한","반민주,변호인단,고위공직자범죄수사처,검찰,국방부,더불어민주당,국회,북한,대리인단,선관위,포고령,입법부,헌법재판소,헌재","대통령,궤변,선동,책임,윤석열,대통령,1호,비상계엄,포고령,국회,활동,위헌적,김용현,계엄,주장,궤변,선동,하급자,책임,대통령,책임,대통령,변호인단,헌법재판소,제출,답변서,분량,인식,더불어민주당,선거,부정,패거리들,패거리,구체,물증,비난,중국,북한,식민지,외교,주장,헌재,탄핵,심판,변론,대리인단,중국,북한,선관위,해킹,가짜,투표지,시도,궤변,대통령,의도,국회,장악,주장,배치,포고령,장관,대통령,국회해산권,예문,본인,부주의,간과,표현,의미,축소,대통령,포고령,검토,증거,장관,검찰,공소장,대통령,포고령,야간,통행,조항,삭제,지시,사실,적시,국회,정당,정치활동,전면,포고령,계엄하,입법부,활동,제한,헌법,정면,위배,핵심,조항,대수,장관,책임,책임자,최종,대통령,행사,고위,공직자,범죄,수사처,조사,첫날,묵비,조사,주장,행태,재판,헌재,심판,불리,작용,탄핵심판,수사,박근혜,대통령,헌재,의지,헌법,수호,질책,대통령,미흡,차례,담화,국정농단,사과,책임,전가,대통령,의지,헌법,수호,국가,지도자,모습","포고령,탄핵심판,패거리들,중국,첫날,김용현,변호인단,비상계엄,지도자,부주의,국정농단,공직자,더불어민주당,투표지,선관위,정치활동,답변서,수사처,책임자,식민지,위헌적,대리인단,재판소,입법부","윤석열 대통령이 비상계엄 포고령 1호의 국회 활동을 금지하는 위헌적 내용을 두고 “잘못 베낀 것”이라며 김용현 당시 국방부 장관 책임으로 돌렸다. 계엄 정당성을 주장하는 온갖 궤변과 선동에 하급자에게 책임을 떠넘기기까지 한 것이다. 그런다고 해서 대통령의 책임이 면해질 수도 없다. 
윤 대통령 측 변호인단이 헌법재판소에 제출한 62쪽 분량 답변서에는 그..",https://www.hankookilbo.com/News/Read/A2025011616400001150,
01101101.20250117001047002,20250117,한국일보,,[사설] '부당한 명령' 설 자리 없게 된 공직사회,사회>사건_사고, 정치>청와대, 정치>행정_자치,범죄>범죄일반>폭행,,,"박정훈,윤석열","대한민국,선진","계엄군,중앙선거관리위원회,수뇌부,육군특수전사령부,대통령경호처,경찰,대원,지휘부,국회,국군방첩사령부,수도방위사령부,경호처","부당,명령,자리,공직사회,불법계엄,탄핵,사태,파국,부당,명령,지시,거부,공무원들,역할,체포,윤석열,대통령,수색영장,집행,대통령,경호처,직원,비상계엄,선포,당일,의도,태업,경찰,대통령,상급자들,압박,공무원,국민,봉사자,국민,책임,헌법,소명,행동,대통령,경호처,지휘부,무력,영장,집행,저지,지시,체포,경호처,경찰,국가,기관,끼리,충돌,유혈사태,상황,집행일,영장,중간,간부급,대다수,경호처,직원,대통령,관저,진입,인력,차벽,버스,직원,휴가,출근,경호처,대통령님,보장,절대,안전,홈페이지,임무,조직,방해,영장,집행,위법,지시,체포,방해,형사,처벌,연금,박탈,불이익,경찰,경고,효과,측면,공직,사회,문화,영향,명령,계엄,당일,대통령,경찰,수뇌부,국회,계엄군,투입,계엄,해제,현장,명령,적극,이행,국회,진입,육군특수전사령부,시민들,충돌,수도방위사령부,국회,특전사,헬기,미승,비행,중앙선거관리위원회,투입,국군,방첩,사령부,대원,주변,배회,증언,경호처,경찰,상급자,명령,헌법,법률,이행,선례,상병,사건,수사,항명,혐의,기소,1심,선고,박정훈,대령,효율,미명하,폭력,상명하복,강요,공직사회,선진국,대한민국,공직,사회,문화,수용,독려,수사,불법,지시,항명,공무원들,징계,처벌","경호처,사령부,공직사회,공무원,상급자,미명하,상명하복,비상계엄,공무원들,윤석열,중앙선거관리위원회,미승,1심,대원,박정훈,차벽,홈페이지,위원회,육군특수전사령부,끼리","불법계엄 탄핵 사태가 더 큰 파국으로 번지는 것을 막은 데는 부당한 명령과 지시를 거부한 공무원들의 역할이 컸다. 윤석열 대통령 체포 수색영장 집행을 막지 않은 대통령경호처 직원들과 비상계엄 선포 당일 의도적으로 태업한 군과 경찰이다. 이들은 윤 대통령과 상급자들의 압박에도 “공무원은 국민에 대한 봉사자이며, 국민에 대하여 책임을 진다”(헌법 7조)는 ..",https://www.hankookilbo.com/News/Read/A2025011616130005851,
01101101.20250117001047001,20250117,한국일보,,"[사설] 이재명 선거법 재판, 신속 처리 필요성 더 커졌다",정치>국회_정당, 사회>사건_사고, 정치>선거,,,,"이,이재명","위례,백현동,대장동,성남","민주당,헌법재판소,서울고법,더불어민주당,사법리,재판부,대법원,법원,1심법원","재판,이재명,선거법,필요성,신속,처리,대표,이재명,더불어민주당,재판부,선거법,대표,사건,집중,심리,속도,현직,대통령,법관,영장,체포,국민,시선,지연전략,형사,재판,속도,대표,서울고법,재판부,대표,선거법,사건,항소심,사건,배당,1심,법원,대표,징역,집행,유예,선고,당선,무효,기준,벌금,100만,확정,피선거권,확정,선거,10년,제한,중형,선거법,사건,최대,사법,리스크,대표,꼼수,해석,여지,방법,절차,변호인,지정,서류,수차례,수령,2심,공판,선고,이달,선거법,사건,강행,규정,6,원칙,1심,6개월,2,민주당,헌법,재판소,탄핵,심판,대통령,지연,작전,대표,비판,대표,선거법,위증교사,대장동,위증,교사,위례,백현동,성남FC,대북,송금,재판,사건,선고,지지부진,정치,탄압,기소,의미,폄하,지연,작전,부여,주장,동의,국민,대통령,탄핵,심판,가능성,조기,대선,가능,제기,대표,후보,대선,유력,신속,판단,당위성,강화,2심,대법원,형량,선거법,사건,여부,출마,가능,해소,상황,선거,논란,대통령,정통,시비,퇴임,퇴임,판결,임기,임명,행사,현직,대통령,체포,장면,가르침,대표,예외,법원,신속,소송지휘,속도,대표,지연술,국민,지탄,명심","선거법,1심,2심,대법원,이재명,100만,재판부,대장동,위증교사,항소심,더불어민주당,성남","이재명 더불어민주당 대표의 선거법 2심 재판부가 이 대표 사건에만 집중해 심리 속도를 높인다. 현직 대통령이 ‘법관의 영장’으로 체포된 이후, 국민 시선은 온갖 지연전략으로 형사재판 속도를 늦춘 이 대표 쪽으로 쏠리고 있다.
 서울고법은 이 대표 선거법 사건 항소심 재판부에 3월 12일까지 새 사건을 배당하지 않는다고 한다. 지난해 11월 15일 1심법..",https://www.hankookilbo.com/News/Read/A2025011615420001549,
01100401.20250117233057001,20250117,동아일보,,[사설]“포고령은 과거 예문 잘못 베낀 것” 아무리 핑계가 궁하기로,정치>청와대, 정치>국회_정당, 정치>행정_자치,,,,"김,윤,윤석열,김 전,김용현",무산시,"동원,계엄군,기동대,포고령,헌법재판소,국방부,경찰청장,계엄포고령,국회,선관위","포고령,과거,예문,핑계,윤석열,대통령,계엄포고령,국회,지방의회,정당,활동,일체,정치,활동,조항,포함,김용현,국방부,장관,과거,예문,답변서,헌법재판소,제출,장관,대통령,국회해산권,시절,작성,포고령,초안,대통령,부주의,간과,포고령,계엄,실행,핵심,역할,만큼,계엄,주도,세력,작성,심혈,장관,작성,초안,이틀,계엄,선포,이틀,대통령,보고,지시,사항,보완,대통령,보고,승인,장관,공소장,법률가,출신,대통령,개헌,국회해산권,폐지,사실,조항,주장,납득,장관,작성,반박,대통령,검토,착오,과거,포고령,포고령,정치,활동,사례,구체적,국회,지방의회,정당,활동,미복귀,전공,처단,조항,예전,포고령,대통령,의중,반영,의문,대목,대통령,국회,선관위,출입,포고령,수사,결과,대통령,경찰청장,국회,의원들,체포,포고령,위반,지시,경찰,기동대,버스,동원,국회,봉쇄,선관위,병력,직원,체포,서버,계엄군,유리창,국회,본청,진입,흥분,군중,대통령,주장,대통령,도끼,본회의장,의원들,지시,조사,투입,목적,표결,계엄,해제,무산,얘기,핑계,위헌,위법적,아랫사람,변명,모습","포고령,선관위,아랫사람,의원들,만큼,윤석열,국회해산권,헌법재판소,위법적,기동대,재판소,계엄군,답변서,김용현,계엄포,법률가,본회의장,미복귀,지방의회,유리창,국방부,공소장,계엄포고령,부주의,경찰청장","윤석열 대통령 측이 계엄포고령에 ‘국회와 지방의회, 정당의 활동 등 일체의 정치 활동을 금한다’는 조항이 포함된 것에 대해 “김용현 전 국방부 장관이 과거 예문을 잘못 베낀 것”이라는 답변서를 헌법재판소에 제출한 것으로 밝혀졌다. 김 전 장관이 대통령의 국회해산권이 있던 시절에 작성된 포고령대로 초안을 만들었고 윤 대통령은 “부주의로 간과”했다는 것이다..",https://www.donga.com/news/Opinion/article/all/20250116/130879892/2,
