public_date,gicdesc,NFIRM,indret_ew,indret_vw,dpr_Median,CAPEI_Median,divyield_Median,pe_exi_Median,pe_inc_Median,efftax_Median,aftret_invcapx_Median,gpm_Median,roa_Median,roe_Median,debt_invcap_Median,totdebt_invcap_Median,de_ratio_Median,debt_assets_Median,debt_at_Median,intcov_ratio_Median,cash_ratio_Median,curr_ratio_Median
2020-10-31,Utilities,69,0.035780,0.045876,0.668,24.744,3.49%,19.782,19.498,0.175,0.061,0.359,0.078,0.073,0.515,0.593,2.236,0.691,0.380,2.938,0.118,0.726
2020-11-30,Communication Services,138,0.271793,0.110326,0.000,4.667,2.53%,-2.195,-1.657,0.233,0.000,0.520,0.056,-0.054,0.438,0.511,1.256,0.610,0.370,0.995,0.723,1.627
2020-11-30,Consumer Discretionary,411,0.250894,0.128865,0.111,16.260,1.75%,6.170,5.360,0.224,0.015,0.332,0.074,0.007,0.533,0.627,1.723,0.693,0.429,2.531,0.568,1.563
2020-11-30,Consumer Staples,136,0.152708,0.081562,0.315,21.002,2.28%,16.768,16.366,0.229,0.051,0.338,0.103,0.090,0.371,0.443,1.211,0.562,0.324,5.299,0.454,1.696
2020-11-30,Energy,164,0.370223,0.273211,0.012,-1.811,3.75%,-1.555,-1.528,0.221,-0.099,0.169,0.017,-0.264,0.365,0.413,0.974,0.534,0.300,-4.253,0.386,1.439
2020-11-30,Financials,593,0.149826,0.165311,0.343,14.241,2.99%,11.759,11.759,0.207,0.000,0.708,0.021,0.083,0.264,0.406,7.313,0.879,0.079,5.084,0.980,1.758
2020-11-30,Health Care,816,0.185714,0.094012,0.000,-4.832,1.08%,-8.231,-8.231,0.171,-0.275,0.335,-0.310,-0.461,0.145,0.197,0.449,0.368,0.147,-7.806,3.617,4.584
2020-11-30,Industrials,462,0.246050,0.171777,0.174,21.210,1.46%,16.662,16.235,0.225,0.047,0.287,0.097,0.055,0.408,0.469,1.360,0.606,0.316,4.125,0.443,1.891
2020-11-30,Information Technology,496,0.214080,0.128241,0.000,-0.989,1.42%,-1.438,-1.082,0.165,0.002,0.541,0.064,-0.002,0.274,0.328,1.012,0.543,0.224,1.611,1.005,2.092
2020-11-30,Materials,145,0.161786,0.121282,0.335,18.299,1.91%,12.301,10.614,0.217,0.046,0.253,0.089,0.040,0.397,0.426,1.269,0.570,0.314,2.995,0.474,2.305
2020-11-30,Real Estate,34,0.186145,0.227364,0.000,18.161,2.81%,16.140,16.140,0.210,0.025,0.234,0.019,0.016,0.371,0.448,0.997,0.499,0.347,0.195,1.057,2.217
2020-11-30,Utilities,69,0.062523,0.021248,0.629,25.643,3.49%,20.238,19.627,0.173,0.061,0.363,0.077,0.077,0.519,0.593,2.299,0.697,0.385,2.905,0.120,0.738
2020-12-31,Communication Services,142,0.107837,0.042774,0.000,3.267,2.23%,-1.966,-1.458,0.233,0.000,0.518,0.058,-0.042,0.465,0.527,1.309,0.635,0.373,1.098,0.698,1.674
2020-12-31,Consumer Discretionary,412,0.074086,0.053246,0.108,17.597,1.73%,6.724,5.966,0.223,0.018,0.334,0.075,0.012,0.535,0.629,1.710,0.693,0.432,2.471,0.585,1.572
2020-12-31,Consumer Staples,137,0.041979,0.014932,0.312,21.813,2.27%,17.830,16.920,0.229,0.056,0.328,0.105,0.091,0.372,0.447,1.250,0.561,0.327,5.789,0.456,1.716
2020-12-31,Energy,162,0.151443,0.054493,0.061,-1.985,3.98%,-1.661,-1.549,0.219,-0.107,0.164,0.013,-0.268,0.365,0.413,0.971,0.537,0.300,-4.384,0.386,1.439
2020-12-31,Financials,597,0.081851,0.071895,0.341,15.244,2.82%,12.338,12.330,0.207,0.000,0.708,0.021,0.083,0.266,0.406,7.306,0.879,0.079,5.094,0.980,1.758
2020-12-31,Health Care,837,0.110508,0.042802,0.000,-5.315,1.11%,-9.354,-9.354,0.170,-0.289,0.340,-0.316,-0.462,0.146,0.198,0.456,0.376,0.148,-8.683,3.572,4.520
2020-12-31,Industrials,465,0.085663,0.024455,0.174,21.805,1.36%,17.354,17.051,0.225,0.047,0.286,0.096,0.055,0.402,0.459,1.316,0.599,0.312,4.171,0.446,1.865
2020-12-31,Information Technology,499,0.115221,0.058234,0.000,-0.930,1.35%,-1.893,-1.218,0.165,0.000,0.542,0.066,-0.003,0.281,0.336,1.009,0.543,0.230,1.789,1.026,2.094
2020-12-31,Materials,146,0.114576,0.041918,0.335,18.601,1.86%,11.805,11.136,0.217,0.046,0.253,0.089,0.039,0.396,0.424,1.268,0.566,0.314,2.955,0.470,2.297
2020-12-31,Real Estate,34,0.074399,0.101875,0.000,19.554,2.20%,18.205,18.205,0.210,0.025,0.234,0.019,0.016,0.364,0.443,0.997,0.499,0.347,0.195,1.031,2.627
2020-12-31,Utilities,69,0.024010,0.009472,0.629,24.751,3.39%,20.715,19.678,0.173,0.061,0.363,0.077,0.077,0.519,0.593,2.299,0.697,0.385,2.905,0.120,0.738
2021-01-31,Communication Services,142,0.159952,-0.020049,0.000,3.984,1.97%,-2.513,-2.133,0.233,0.000,0.518,0.058,-0.048,0.465,0.527,1.309,0.635,0.373,1.098,0.698,1.674
2021-01-31,Consumer Discretionary,413,0.208150,0.016621,0.107,18.676,1.62%,7.528,6.956,0.222,0.017,0.334,0.074,0.008,0.535,0.627,1.700,0.693,0.432,2.446,0.580,1.572
2021-01-31,Consumer Staples,137,0.065359,-0.040213,0.299,21.311,2.29%,18.647,18.182,0.229,0.056,0.328,0.106,0.092,0.372,0.453,1.205,0.567,0.327,5.789,0.456,1.730
2021-01-31,Energy,158,0.225419,0.047930,0.076,-2.210,3.40%,-1.950,-1.840,0.219,-0.099,0.169,0.013,-0.268,0.365,0.422,0.974,0.542,0.300,-4.173,0.389,1.439
2021-01-31,Financials,596,0.013524,-0.011213,0.342,15.167,2.83%,12.592,12.521,0.208,0.000,0.708,0.021,0.083,0.268,0.406,7.309,0.880,0.079,5.084,0.960,1.751
2021-01-31,Health Care,846,0.175146,0.031534,0.000,-6.490,1.10%,-10.326,-10.383,0.171,-0.289,0.344,-0.314,-0.462,0.145,0.198,0.459,0.376,0.147,-8.352,3.535,4.454
2021-01-31,Industrials,466,0.075680,-0.026991,0.176,21.810,1.42%,17.885,17.578,0.225,0.045,0.285,0.095,0.052,0.402,0.454,1.329,0.599,0.311,4.171,0.448,1.851
2021-01-31,Information Technology,498,0.088351,-0.003162,0.000,-1.486,1.28%,-2.735,-1.864,0.165,0.000,0.542,0.067,-0.002,0.284,0.340,1.004,0.543,0.230,1.789,1.039,2.096
2021-01-31,Materials,147,0.015072,-0.013692,0.331,18.335,1.91%,11.925,11.308,0.217,0.046,0.254,0.090,0.039,0.394,0.421,1.265,0.560,0.314,2.995,0.466,2.276
2021-01-31,Real Estate,35,0.034653,0.036707,0.000,18.260,2.34%,16.098,16.098,0.219,0.024,0.214,0.018,0.010,0.352,0.425,0.986,0.499,0.343,0.168,1.560,2.685
2021-01-31,Utilities,69,-0.010923,-0.010398,0.629,23.953,3.66%,20.183,18.428,0.173,0.061,0.363,0.076,0.077,0.519,0.593,2.299,0.697,0.385,2.905,0.120,0.738
2021-02-28,Communication Services,143,0.114517,0.055767,0.000,3.736,1.89%,-2.928,-2.522,0.220,0.000,0.526,0.057,-0.045,0.455,0.506,1.222,0.603,0.360,0.774,0.894,1.754
2021-02-28,Consumer Discretionary,423,0.081962,-0.010054,0.057,18.949,1.51%,4.176,-0.288,0.220,0.022,0.333,0.071,0.025,0.494,0.597,1.494,0.678,0.402,2.316,0.652,1.670
2021-02-28,Consumer Staples,138,0.028848,-0.015972,0.308,19.834,2.36%,15.898,15.402,0.224,0.067,0.330,0.101,0.097,0.364,0.438,1.155,0.543,0.316,6.117,0.484,1.759
2021-02-28,Energy,158,0.258849,0.220263,0.434,-2.610,3.07%,-2.669,-2.390,0.050,-0.115,0.147,0.002,-0.227,0.357,0.400,0.915,0.533,0.309,-5.169,0.415,1.424
2021-02-28,Financials,595,0.110676,0.117183,0.306,15.819,2.57%,13.133,13.092,0.204,0.000,0.734,0.020,0.085,0.216,0.343,7.561,0.883,0.064,6.497,1.182,2.007
2021-02-28,Health Care,862,0.058323,-0.017895,0.000,-6.798,1.12%,-5.406,-5.430,0.165,-0.327,0.348,-0.262,-0.354,0.115,0.160,0.451,0.352,0.119,-9.716,3.747,4.852
2021-02-28,Industrials,470,0.097486,0.064277,0.200,23.092,1.31%,18.435,18.000,0.223,0.047,0.285,0.091,0.056,0.375,0.428,1.280,0.582,0.283,4.058,0.469,1.863
2021-02-28,Information Technology,499,0.076827,0.011475,0.000,-1.648,1.20%,-1.320,-1.207,0.167,0.005,0.536,0.066,0.003,0.265,0.327,0.976,0.517,0.231,1.904,1.069,2.157
2021-02-28,Materials,148,0.136392,0.052272,0.281,20.204,1.84%,13.849,13.286,0.205,0.050,0.257,0.090,0.045,0.376,0.403,1.198,0.546,0.298,3.312,0.540,2.248
2021-02-28,Real Estate,36,0.153086,0.151717,0.000,22.305,2.11%,7.125,7.125,0.223,0.022,0.221,0.016,0.020,0.373,0.424,0.917,0.490,0.336,0.236,1.813,3.026
2021-02-28,Utilities,69,-0.020902,-0.055332,0.630,22.889,3.63%,19.358,19.204,0.140,0.063,0.370,0.076,0.073,0.531,0.598,2.344,0.697,0.387,2.797,0.085,0.717
2021-03-31,Communication Services,144,0.086756,0.017451,0.000,3.915,1.99%,-3.888,-3.178,0.223,0.000,0.526,0.059,-0.044,0.457,0.514,1.203,0.609,0.359,0.819,0.873,1.725
2021-03-31,Consumer Discretionary,425,0.051628,0.028582,0.000,20.720,1.47%,6.085,4.302,0.219,0.025,0.337,0.072,0.025,0.491,0.580,1.510,0.671,0.392,2.286,0.670,1.671
2021-03-31,Consumer Staples,139,0.040429,0.077509,0.322,21.689,2.23%,17.438,17.198,0.224,0.066,0.332,0.101,0.098,0.359,0.428,1.130,0.542,0.316,6.255,0.469,1.770
2021-03-31,Energy,157,-0.026515,0.031619,0.434,-2.172,3.07%,-2.570,-2.296,0.053,-0.115,0.157,0.004,-0.228,0.356,0.401,0.924,0.536,0.309,-5.059,0.415,1.424
2021-03-31,Financials,595,0.069337,0.060391,0.304,16.998,2.44%,14.209,14.162,0.204,0.000,0.733,0.020,0.086,0.216,0.343,7.541,0.882,0.064,6.317,1.182,2.007
2021-03-31,Health Care,863,-0.051417,0.011315,0.000,-6.626,1.13%,-5.076,-5.080,0.165,-0.329,0.347,-0.264,-0.352,0.115,0.157,0.452,0.352,0.119,-9.638,3.802,4.916
2021-03-31,Industrials,479,0.050936,0.072615,0.202,24.467,1.27%,20.012,19.977,0.222,0.052,0.284,0.092,0.057,0.379,0.431,1.254,0.582,0.291,4.066,0.464,1.864
2021-03-31,Information Technology,492,-0.019002,0.002487,0.000,-1.746,1.17%,-1.224,-1.121,0.160,0.004,0.539,0.065,0.006,0.258,0.328,0.974,0.527,0.233,1.723,1.059,2.137
2021-03-31,Materials,148,0.051377,0.065657,0.281,22.921,1.65%,14.646,13.969,0.205,0.050,0.257,0.090,0.045,0.376,0.403,1.198,0.546,0.298,3.323,0.540,2.248
2021-03-31,Real Estate,35,-0.016197,-0.057110,0.000,22.938,3.57%,6.783,6.783,0.223,0.025,0.201,0.016,0.021,0.371,0.425,0.907,0.478,0.325,0.304,1.327,2.752
2021-03-31,Utilities,70,0.088002,0.101469,0.629,25.993,3.33%,21.907,21.628,0.140,0.063,0.371,0.076,0.072,0.530,0.591,2.335,0.697,0.386,2.790,0.086,0.721
2021-04-30,Communication Services,144,0.022380,0.061115,0.000,3.495,1.90%,-3.280,-3.280,0.223,0.000,0.526,0.055,-0.048,0.453,0.514,1.203,0.609,0.359,0.774,0.856,1.717
2021-04-30,Consumer Discretionary,424,0.035651,0.065910,0.000,21.947,1.43%,6.734,5.048,0.219,0.025,0.337,0.072,0.025,0.491,0.579,1.530,0.669,0.390,2.201,0.668,1.677
2021-04-30,Consumer Staples,139,0.018442,0.022518,0.342,22.065,2.19%,16.851,16.375,0.224,0.065,0.332,0.101,0.098,0.365,0.428,1.118,0.542,0.314,6.091,0.469,1.802
2021-04-30,Energy,157,-0.018370,0.005927,0.434,-2.299,3.14%,-2.395,-2.290,0.053,-0.109,0.157,0.004,-0.228,0.355,0.400,0.924,0.536,0.306,-5.059,0.415,1.424
2021-04-30,Financials,596,0.030175,0.061087,0.304,17.284,2.39%,14.469,14.353,0.204,0.000,0.733,0.020,0.086,0.216,0.348,7.541,0.882,0.065,6.497,1.182,2.007
2021-04-30,Health Care,875,-0.018716,0.036556,0.000,-6.108,1.09%,-4.800,-4.870,0.152,-0.326,0.340,-0.270,-0.345,0.114,0.163,0.448,0.360,0.121,-9.739,3.735,4.783
2021-04-30,Industrials,480,0.015187,0.032364,0.202,25.945,1.18%,20.878,20.327,0.223,0.051,0.282,0.091,0.057,0.381,0.432,1.280,0.583,0.292,3.993,0.465,1.869
2021-04-30,Information Technology,491,-0.001825,0.051024,0.000,-1.454,1.13%,-1.065,-1.008,0.156,0.006,0.536,0.064,0.008,0.259,0.328,0.976,0.529,0.231,1.761,1.039,2.134
2021-04-30,Materials,148,0.032698,0.050125,0.279,23.464,1.59%,14.771,14.042,0.205,0.051,0.257,0.092,0.046,0.376,0.400,1.198,0.544,0.298,3.323,0.540,2.224
2021-04-30,Real Estate,34,0.002038,0.029796,0.000,24.308,2.89%,9.700,9.700,0.223,0.022,0.199,0.015,0.020,0.316,0.424,0.917,0.490,0.316,0.079,1.327,2.752
2021-04-30,Utilities,70,0.032514,0.037981,0.629,27.240,3.20%,22.669,22.471,0.140,0.063,0.371,0.077,0.074,0.530,0.591,2.335,0.697,0.386,2.790,0.086,0.721
2021-05-31,Communication Services,145,0.030860,0.003378,0.000,3.384,1.81%,-4.909,-3.561,0.223,0.000,0.518,0.058,-0.027,0.449,0.491,1.195,0.601,0.352,1.083,0.904,1.764
2021-05-31,Consumer Discretionary,432,0.019710,-0.038184,0.006,21.496,1.46%,9.353,8.583,0.223,0.036,0.340,0.081,0.060,0.492,0.596,1.540,0.670,0.392,2.524,0.674,1.673
2021-05-31,Consumer Staples,141,0.020930,0.017351,0.353,21.891,2.19%,17.391,17.077,0.226,0.060,0.325,0.106,0.097,0.364,0.435,1.130,0.552,0.319,6.233,0.548,1.794
2021-05-31,Energy,156,0.157413,0.064569,0.152,-2.594,2.64%,-4.100,-3.943,0.046,-0.056,0.210,0.022,-0.139,0.360,0.431,0.957,0.541,0.313,-3.304,0.409,1.498
2021-05-31,Financials,599,0.033107,0.044401,0.264,18.046,2.33%,12.512,12.453,0.204,0.000,0.792,0.022,0.106,0.244,0.356,7.587,0.883,0.065,7.598,1.151,1.907
2021-05-31,Health Care,892,-0.032355,0.004082,0.000,-6.436,1.12%,-9.042,-8.987,0.152,-0.250,0.310,-0.278,-0.396,0.108,0.158,0.415,0.338,0.124,-9.398,4.618,5.386
2021-05-31,Industrials,484,0.009066,0.020708,0.192,25.673,1.24%,19.987,19.808,0.223,0.052,0.280,0.092,0.063,0.382,0.435,1.281,0.584,0.295,4.171,0.507,1.950
2021-05-31,Information Technology,498,0.003089,-0.012636,0.000,-2.875,1.19%,-2.000,0.478,0.154,0.008,0.538,0.067,0.011,0.246,0.312,0.913,0.522,0.219,2.261,1.138,2.253
2021-05-31,Materials,149,0.072205,0.050041,0.262,23.363,1.53%,16.648,15.341,0.207,0.056,0.258,0.101,0.067,0.377,0.407,1.220,0.549,0.311,4.108,0.585,2.291
2021-05-31,Real Estate,34,0.002632,-0.025567,0.000,23.121,2.88%,13.683,13.683,0.223,0.031,0.203,0.017,0.026,0.331,0.425,0.953,0.494,0.316,-0.162,1.253,2.717
2021-05-31,Utilities,70,-0.011746,-0.022995,0.629,25.448,3.24%,22.266,21.478,0.140,0.061,0.361,0.076,0.081,0.527,0.601,2.303,0.697,0.388,3.118,0.122,0.797
2021-06-30,Communication Services,146,0.065652,0.035169,0.000,3.199,1.89%,-4.188,-4.014,0.220,0.000,0.518,0.048,-0.024,0.444,0.484,1.159,0.602,0.352,1.012,0.901,1.774
2021-06-30,Consumer Discretionary,431,0.030846,0.039258,0.012,20.972,1.53%,9.780,9.574,0.223,0.058,0.345,0.090,0.088,0.500,0.603,1.585,0.679,0.406,3.289,0.674,1.659
2021-06-30,Consumer Staples,141,-0.008280,-0.004697,0.363,21.368,2.25%,17.415,16.854,0.226,0.061,0.324,0.102,0.100,0.364,0.429,1.132,0.552,0.307,6.020,0.561,1.794
2021-06-30,Energy,158,0.108012,0.053481,0.152,-2.713,2.52%,-4.439,-4.348,0.046,-0.056,0.222,0.022,-0.139,0.360,0.431,0.957,0.541,0.304,-3.324,0.409,1.498
2021-06-30,Financials,599,-0.019061,-0.025121,0.264,17.372,2.43%,12.030,11.905,0.204,0.000,0.792,0.023,0.106,0.244,0.356,7.600,0.883,0.065,7.598,1.129,1.901
2021-06-30,Health Care,905,0.049412,0.036641,0.000,-6.734,1.13%,-9.447,-9.591,0.159,-0.252,0.313,-0.275,-0.385,0.109,0.158,0.412,0.339,0.124,-9.076,4.584,5.376
2021-06-30,Industrials,487,0.003558,-0.016715,0.187,24.876,1.26%,19.466,19.492,0.225,0.054,0.280,0.093,0.070,0.377,0.432,1.284,0.584,0.294,4.307,0.501,1.947
2021-06-30,Information Technology,507,0.080780,0.073768,0.000,-5.117,1.17%,-1.213,3.955,0.154,0.008,0.543,0.068,0.013,0.246,0.311,0.912,0.520,0.210,2.199,1.125,2.248
2021-06-30,Materials,150,-0.020687,-0.051514,0.262,22.650,1.56%,16.284,14.209,0.207,0.056,0.258,0.101,0.067,0.376,0.408,1.221,0.550,0.307,4.054,0.587,2.286
2021-06-30,Real Estate,35,0.023678,0.005878,0.000,21.975,3.13%,12.619,12.619,0.223,0.030,0.201,0.016,0.026,0.369,0.425,0.979,0.501,0.332,-0.234,1.307,2.717
2021-06-30,Utilities,70,-0.009492,-0.018429,0.629,25.252,3.23%,21.017,20.272,0.140,0.061,0.361,0.076,0.081,0.527,0.601,2.303,0.697,0.388,3.118,0.122,0.797
2021-07-31,Communication Services,148,-0.062991,0.011663,0.000,1.763,1.90%,-3.624,-3.258,0.216,0.000,0.518,0.043,-0.040,0.427,0.484,1.159,0.600,0.345,1.012,0.901,1.739
2021-07-31,Consumer Discretionary,433,-0.043295,-0.003391,0.017,20.434,1.62%,9.838,9.645,0.224,0.060,0.345,0.093,0.093,0.499,0.606,1.588,0.680,0.406,3.435,0.672,1.647
2021-07-31,Consumer Staples,145,-0.032239,0.016188,0.394,20.767,2.31%,17.171,16.704,0.224,0.060,0.327,0.098,0.101,0.359,0.421,1.128,0.550,0.306,6.020,0.560,1.814
2021-07-31,Energy,159,-0.115987,-0.086418,0.152,-2.509,2.65%,-3.779,-3.702,0.046,-0.058,0.218,0.022,-0.140,0.360,0.434,0.956,0.542,0.310,-3.344,0.403,1.477
2021-07-31,Financials,598,-0.008319,-0.005335,0.264,17.179,2.48%,11.918,11.901,0.204,0.000,0.792,0.023,0.106,0.244,0.354,7.620,0.883,0.065,7.625,1.129,1.901
2021-07-31,Health Care,909,-0.081255,0.030909,0.000,-6.193,1.10%,-8.574,-8.574,0.152,-0.250,0.313,-0.276,-0.387,0.108,0.158,0.405,0.338,0.124,-9.394,4.618,5.376
2021-07-31,Industrials,490,-0.025495,-0.003602,0.161,24.546,1.28%,19.401,19.447,0.226,0.056,0.281,0.093,0.071,0.367,0.426,1.266,0.579,0.290,4.316,0.504,1.929
2021-07-31,Information Technology,512,-0.024451,0.031067,0.000,-4.367,1.21%,1.980,4.959,0.149,0.008,0.543,0.068,0.017,0.244,0.312,0.902,0.520,0.206,2.071,1.094,2.188
2021-07-31,Materials,151,-0.011012,0.008579,0.262,22.404,1.58%,16.389,13.924,0.206,0.056,0.258,0.101,0.065,0.374,0.407,1.220,0.549,0.304,4.000,0.589,2.291
2021-07-31,Real Estate,35,0.010703,0.022053,0.000,22.124,2.94%,13.440,13.440,0.223,0.030,0.201,0.016,0.026,0.369,0.425,0.979,0.501,0.332,-0.234,1.307,2.717
2021-07-31,Utilities,70,0.030606,0.037781,0.629,26.175,3.15%,21.774,21.676,0.140,0.061,0.361,0.076,0.081,0.527,0.601,2.303,0.697,0.388,3.118,0.122,0.797
2021-08-31,Communication Services,151,0.018148,0.035445,0.000,0.026,1.87%,-0.470,1.579,0.208,0.008,0.537,0.065,-0.004,0.445,0.474,1.194,0.598,0.337,1.189,0.954,1.767
2021-08-31,Consumer Discretionary,438,0.001927,0.020517,0.006,19.827,1.57%,11.504,11.301,0.220,0.080,0.356,0.111,0.141,0.486,0.566,1.529,0.664,0.390,4.137,0.640,1.673
2021-08-31,Consumer Staples,148,-0.006835,0.016356,0.369,19.133,2.30%,17.859,17.859,0.222,0.058,0.326,0.099,0.090,0.345,0.415,1.101,0.546,0.302,6.241,0.480,1.801
2021-08-31,Energy,160,-0.003310,-0.014393,0.198,-2.687,2.46%,-3.389,-3.273,0.050,-0.032,0.235,0.045,-0.088,0.352,0.398,0.908,0.528,0.290,-1.294,0.437,1.449
2021-08-31,Financials,599,0.033293,0.050952,0.243,16.884,2.45%,11.029,10.994,0.204,0.000,0.843,0.024,0.121,0.225,0.331,7.616,0.884,0.060,8.169,1.294,1.968
2021-08-31,Health Care,938,0.047554,0.025488,0.000,-6.382,1.16%,-8.348,-8.330,0.143,-0.241,0.356,-0.262,-0.365,0.096,0.144,0.378,0.320,0.108,-10.053,4.839,5.726
2021-08-31,Industrials,497,0.012303,0.006219,0.146,24.218,1.27%,19.234,19.234,0.223,0.066,0.284,0.104,0.089,0.359,0.418,1.235,0.568,0.276,4.819,0.497,1.933
2021-08-31,Information Technology,522,0.033808,0.036406,0.000,-4.008,1.23%,-1.833,4.929,0.145,0.010,0.545,0.066,0.020,0.242,0.300,0.870,0.511,0.199,2.039,1.086,2.230
2021-08-31,Materials,151,0.009932,0.012240,0.210,23.523,1.57%,15.150,12.896,0.206,0.074,0.272,0.113,0.102,0.367,0.393,1.165,0.539,0.299,4.721,0.596,2.279
2021-08-31,Real Estate,36,0.030109,0.044811,0.000,23.816,2.75%,7.828,6.964,0.229,0.036,0.251,0.022,0.020,0.354,0.415,1.027,0.507,0.329,-0.083,1.681,3.102
2021-08-31,Utilities,70,0.027398,0.036905,0.629,25.990,3.12%,21.896,21.316,0.140,0.058,0.352,0.076,0.077,0.534,0.604,2.345,0.697,0.389,3.101,0.119,0.792
2021-09-30,Communication Services,153,-0.024132,-0.060179,0.000,4.017,1.84%,1.494,3.374,0.200,0.009,0.538,0.065,0.008,0.440,0.463,1.194,0.594,0.333,1.300,0.954,1.767
2021-09-30,Consumer Discretionary,446,-0.051438,-0.028661,0.009,18.472,1.75%,10.072,9.997,0.220,0.090,0.363,0.113,0.144,0.485,0.566,1.487,0.664,0.388,4.235,0.635,1.667
2021-09-30,Consumer Staples,150,-0.045721,-0.041305,0.377,19.612,2.39%,16.910,16.910,0.222,0.058,0.329,0.099,0.090,0.339,0.413,1.085,0.542,0.302,6.539,0.480,1.832
2021-09-30,Energy,160,0.173573,0.102554,0.228,-3.140,2.31%,-3.930,-3.711,0.053,-0.030,0.238,0.046,-0.086,0.352,0.400,0.919,0.524,0.293,-1.189,0.431,1.424
2021-09-30,Financials,610,0.001791,-0.015835,0.239,16.900,2.45%,11.019,11.014,0.204,0.000,0.841,0.024,0.121,0.227,0.338,7.618,0.884,0.060,8.219,1.289,1.965
2021-09-30,Health Care,968,-0.059710,-0.056220,0.000,-6.271,1.22%,-8.038,-8.068,0.142,-0.245,0.354,-0.268,-0.370,0.094,0.137,0.367,0.314,0.106,-10.156,4.961,5.779
2021-09-30,Industrials,504,-0.041641,-0.050464,0.143,22.809,1.30%,18.672,18.464,0.223,0.065,0.281,0.104,0.088,0.358,0.417,1.243,0.568,0.273,4.815,0.489,1.933
2021-09-30,Information Technology,538,-0.046073,-0.055451,0.000,-2.899,1.29%,-2.402,-1.474,0.145,0.007,0.554,0.065,0.018,0.234,0.299,0.883,0.510,0.201,1.855,1.092,2.227
2021-09-30,Materials,150,-0.048324,-0.071065,0.208,21.713,1.68%,13.020,11.672,0.205,0.074,0.272,0.112,0.101,0.366,0.393,1.162,0.539,0.296,4.797,0.600,2.285
2021-09-30,Real Estate,38,-0.015618,-0.002568,0.000,23.958,2.95%,9.142,8.269,0.223,0.027,0.249,0.021,0.014,0.354,0.408,1.027,0.507,0.329,-0.083,1.681,3.102
2021-09-30,Utilities,70,-0.065967,-0.061294,0.629,24.294,3.34%,20.931,20.333,0.140,0.058,0.352,0.076,0.077,0.534,0.604,2.345,0.697,0.389,3.101,0.119,0.792
2021-10-31,Communication Services,158,0.001576,0.000628,0.000,3.432,1.93%,5.995,5.439,0.200,0.009,0.538,0.067,0.011,0.432,0.463,1.194,0.594,0.333,1.210,0.954,1.767
2021-10-31,Consumer Discretionary,448,0.021523,0.100024,0.012,19.024,1.70%,9.878,9.608,0.220,0.090,0.364,0.114,0.146,0.483,0.565,1.475,0.661,0.391,4.242,0.636,1.678
2021-10-31,Consumer Staples,151,0.019105,0.038531,0.377,19.532,2.30%,16.931,16.661,0.224,0.057,0.329,0.098,0.086,0.340,0.414,1.089,0.543,0.300,6.312,0.480,1.801
2021-10-31,Energy,160,0.064954,0.097907,0.198,-3.607,2.16%,-3.869,-3.771,0.053,-0.030,0.232,0.044,-0.082,0.349,0.385,0.919,0.518,0.287,-1.321,0.420,1.424
2021-10-31,Financials,608,0.047555,0.075308,0.239,17.460,2.37%,11.569,11.557,0.203,0.000,0.837,0.024,0.121,0.228,0.339,7.616,0.884,0.060,8.169,1.289,1.965
2021-10-31,Health Care,980,-0.027952,0.041460,0.000,-5.881,1.14%,-7.921,-7.929,0.141,-0.250,0.354,-0.269,-0.371,0.094,0.137,0.367,0.318,0.106,-10.156,4.923,5.753
2021-10-31,Industrials,509,0.043101,0.064398,0.143,24.385,1.28%,19.401,19.384,0.222,0.066,0.281,0.103,0.090,0.358,0.417,1.245,0.569,0.275,4.776,0.484,1.933
2021-10-31,Information Technology,544,0.046000,0.082548,0.000,-3.166,1.32%,-2.640,-1.492,0.144,0.006,0.546,0.065,0.021,0.229,0.291,0.848,0.508,0.198,1.908,1.110,2.245
2021-10-31,Materials,151,0.061597,0.073548,0.219,22.590,1.54%,14.932,12.826,0.204,0.074,0.272,0.114,0.102,0.367,0.393,1.163,0.538,0.299,4.801,0.596,2.279
2021-10-31,Real Estate,38,0.004320,0.059422,0.000,25.618,2.89%,9.682,8.842,0.223,0.027,0.249,0.021,0.014,0.354,0.408,1.027,0.507,0.329,-0.083,1.681,3.102
2021-10-31,Utilities,70,0.045083,0.051963,0.629,25.057,3.23%,21.188,20.519,0.140,0.058,0.352,0.075,0.077,0.534,0.604,2.345,0.697,0.389,3.101,0.119,0.792
2021-11-30,Communication Services,157,-0.101588,-0.053463,0.000,-0.841,1.92%,2.806,2.827,0.217,0.011,0.528,0.069,0.014,0.436,0.484,1.221,0.613,0.323,1.429,0.969,1.746
2021-11-30,Consumer Discretionary,453,-0.037205,0.010951,0.010,17.759,1.80%,10.286,10.222,0.219,0.091,0.374,0.115,0.153,0.467,0.553,1.396,0.655,0.386,4.563,0.676,1.695
2021-11-30,Consumer Staples,154,-0.032893,-0.017271,0.317,18.908,2.38%,18.221,17.749,0.224,0.052,0.325,0.101,0.084,0.331,0.403,1.062,0.534,0.294,6.093,0.480,1.880
2021-11-30,Energy,159,-0.111035,-0.056418,0.280,-2.936,2.64%,-3.388,-3.314,0.046,-0.013,0.248,0.058,-0.083,0.334,0.379,0.867,0.517,0.274,-0.793,0.440,1.439
2021-11-30,Financials,606,-0.026547,-0.053858,0.239,16.420,2.44%,10.598,10.598,0.204,0.000,0.868,0.024,0.124,0.217,0.312,7.505,0.882,0.055,8.152,1.112,1.962
